Gene	LK1	LK2	LK3	LK4	LK5	LK6
DACH1	4.386685091	4.501727555	4.850632017	4.536196616000001	4.705379496	4.76371495
DACH2	4.598448918	4.660390896	4.447844126000001	4.547485276000001	4.645484881000001	4.577407609
DACT1	4.39076734	4.539955257	4.438239338	4.405157018	4.33194055	4.42345731
DACT2	4.66843727	4.913087508	4.592089102	4.85646712	4.74601487	4.967086102
DAD1	12.34332603	12.34185153	12.33009674	12.26141339	12.278843	12.30817699
DAG1	5.912141852	6.385667472000001	6.1261291	6.2730411010000005	6.028215726	7.030634399
DAGLA	4.443631073	4.680446421	4.673738488	4.5749396430000004	4.768336269	4.701251264
DAGLB	5.27383722	5.508701532999999	5.463102608	5.573109804	5.22119896	5.221851752
DALRD3	8.741176057999999	8.522847749	8.533983242	8.330754229	8.625789314	8.61598648
DAND5	4.2929570219999995	4.386685091	4.4740391310000005	4.400596315	4.377054056	4.499175543
DAP	9.335941942	9.416756086	9.542429669	9.424579997999999	9.545940126	9.61330824
DAP3	12.30817699	12.03817781	12.42111072	12.0460117	12.28324187	12.04754896
DAPK1	6.327349722999999	5.997310552999999	6.160317215	6.037762795	6.597263484	5.974932205
DAPK2	7.916956466	7.311418646	8.081378865	7.330068633	8.158089735	7.023120775
DAPK3	8.046152878	8.044605588	7.938238931	8.050830154	8.121604484	7.9946195079999995
DAPL1	4.473338755	4.3933364280000005	4.416507003	4.330179421	4.68733492	4.334546222
DAPP1	9.343771337	9.455766332	9.455560868	9.434118121000001	9.360108981	9.305447026
DARS1	12.02566053	11.91760718	11.93663071	11.74241346	11.80482223	11.81879733
DARS2	5.358071151	4.9975152089999995	5.079385523	5.206627206	5.255843453	4.866093827
DAXX	9.348278975	9.684436616000001	9.414749424	9.719241121	9.446439657	9.904090705
DAZ2	4.553975912	4.3933364280000005	4.471444244	4.377220782	4.5463581710000005	4.471216986
DAZAP2	12.18589659	12.19492263	12.05460331	12.00836922	11.92609409	12.25551215
DBF4	10.14654899	9.851445117	9.910713227	9.760174419	9.958838373999999	10.02417749
DBH	4.42922076	4.268616566	4.334831503999999	4.35999799	4.359668085	4.461168092
DBI	12.55434831	12.6004272	12.52313238	12.66478548	12.49612901	12.57792767
DBN1	4.4943602	4.543340816000001	4.414462392	4.503591076	4.367181523999999	4.40534086
DBNDD1	4.427099107	4.40390428	4.6175784580000006	4.405157018	4.476223469	4.318229362
DBNDD2	5.974741047999999	6.061281485	5.961202172	6.188613489	5.973211478	6.228120753
DBNL	8.751701485	8.78001049	8.730686482000001	8.781459277	8.79356657	9.077831448
DBP	8.609167777	8.562421922	8.751506232999999	8.349286536000001	8.708053391	8.375243798
DBR1	10.07734587	10.15411287	10.17776879	10.09413977	10.08942448	10.04517541
DBT	7.476317142999999	7.937135631	7.432447525	7.548349534	7.123832052000001	7.89873459
DBX1	4.471057911	4.455715946000001	4.452819648	4.670985912	4.3417331589999995	4.418754579
DBX2	4.297642108	4.306928657	4.39076734	4.343822039	4.25179178	4.426134423
DCAKD	10.45843775	10.66996014	10.69643615	10.75553888	10.76763717	10.49348559
DCBLD1	5.117326788	5.096213994	4.913087508	4.6537921760000005	4.764068513	4.8619987369999995
DCBLD2	5.165376003	5.130104365	5.205338241000001	4.770602875	4.886980401000001	4.697498685
DCC	4.539466375	5.05872034	4.749539254	4.663422229	5.042673115	4.823998519
DCDC2	4.471057911	4.476223469	4.5205060889999995	4.247907458999999	4.3946649639999995	4.39076734
DCHS1	4.456023933	4.52039177	4.452819648	4.392659885	4.509227939	4.51589805
DCK	7.016450259	7.420426537000001	7.3792804489999995	7.167472002999999	7.485134552999999	6.961415347999999
DCLK1	5.568178193	5.006137184	5.587160281	4.927735688	5.165376003	4.747335044
DCLK2	5.838960449	5.190950784	5.80733319	5.089154745	5.680368017999999	4.852708365
DCLK3	4.618165758	4.317079816000001	4.425378071	4.408411477	4.425760863	4.445855758
DCLRE1A	4.43408664	4.656175675	4.359590808	4.393871503	4.5973084669999995	4.313162426
DCLRE1B	7.869781151000001	8.232966241	8.04104964	8.275179517	8.046152878	8.128795337
DCLRE1C	4.992536355	4.862288331	4.7888901	4.901698132	4.777265467	4.908942052
DCN	4.4681898769999995	4.481296314	4.4185628480000005	4.393871503	4.404980364	4.368691659
DCP1A	8.912356557	8.841803964	9.18309037	8.940684171000001	8.986544711	9.075136908
DCP1B	9.162593661	9.196738255	9.295283822	9.201932839	9.362266114	9.253860167000001
DCP2	5.767518997000001	6.4736575929999995	6.068091934	6.451024791	5.75400307	6.823880368999999
DCPS	11.11816591	11.25891265	11.31393474	11.19802524	11.26777495	11.09488397
DCT	4.413345446	4.337600625	4.354200506000001	4.352284432	4.37902152	4.5127893839999995
DCTD	10.62870103	10.32436475	10.55973672	10.40749477	10.638463400000001	10.51072003
DCTN1	4.5142165489999995	4.760403235	4.457047831000001	4.711060219	4.587714279	6.359258237000001
DCTN2	11.84843106	11.66232214	12.02019764	11.69858763	12.04312313	11.79388994
DCTN3	11.2086644	11.01344856	10.99326655	10.96668956	11.05834493	10.71384932
DCTN4	9.861263276	9.761456268	9.873029342	10.02989276	9.820413594	9.835164104
DCTN5	10.89946798	11.01256427	10.90205249	10.95332129	11.05493575	10.80546608
DCTN6	10.33703315	10.57072258	10.36393984	10.41616543	10.20556056	10.30068282
DCUN1D2	8.014915574	7.878441505	8.068896661	7.971047433	7.980432085	7.966488339
DCUN1D3	5.309020425	5.487210779	5.61926264	5.524260009	5.3727009720000005	5.094723368
DCUN1D4	6.690422214	6.49153834	6.934245594	6.8507748379999995	6.821098331	6.766434379
DCUN1D5	10.42960414	10.56329674	10.265543199999998	10.44891337	10.36762992	10.61025315
DCX	4.706984341	4.700937267	4.703827356000001	4.552951608	4.9982231619999995	4.871425544
DCXR	7.87106555	8.071982674	7.924596972000001	7.933033768	8.139877199999999	8.056802248
DDAH1	4.306660686	4.311192595	4.255703897	4.332870265	4.396722926	4.21957514
DDAH2	7.646957292000001	6.698605587	7.150478777000001	7.114752564	7.3673160179999995	6.815665506
DDB1	9.687341329	9.478965807	10.01380703	9.722432495	9.762280207	10.05863042
DDB2	8.208870157	7.826635552999999	7.870295047999999	7.972627752999999	8.052914146	7.585190657
DDC	4.402727898999999	4.416124736	4.356025084	4.37902152	4.525761642	4.4738165830000005
DDHD1	5.731793217999999	5.08801687	5.866620102000001	5.87155535	5.967651621	5.621784341000001
DDHD2	9.399912406	9.102733444	9.470568112999999	9.162593661	9.396188107999999	9.352404771
DDI1	4.28323128	4.317079816000001	4.403358016	4.327630559	4.304041824	4.278565334
DDI2	5.287120392	4.9975152089999995	5.124491658	5.356343948	4.886980401000001	4.735648337
DDIT3	8.041369122	8.306902597	8.05191783	8.193839244	8.101281679	7.937846743
DDIT4	7.3673160179999995	7.284295417999999	7.309563055	7.380002387	7.550723957000001	7.319344257999999
DDIT4L	4.642353047	4.412064346	4.464349014	4.370439942	4.468595553	4.42345731
DDN	4.33426805	4.279906371	4.304041824	4.308375078	4.37499441	4.264740977
DDO	4.606708176000001	4.569403536	4.425378071	4.545011267	4.4278642889999995	4.40534086
DDOST	10.31896305	10.11528911	10.19262821	10.27423879	10.17739508	10.52346104
DDR1	4.5849872860000005	4.560328742	4.529506518	4.663422229	4.600659205	4.6048399280000005
DDR2	4.354223013	4.315683559	4.363208844	4.457552746	4.34368172	4.338434257
DDRGK1	11.63727798	11.67626434	11.58775269	11.66871012	11.5947703	11.51922116
DDT	7.214856912	7.769818231	7.2419151610000005	7.467445511	7.661222522	7.3311889610000005
DDX1	11.43811021	11.16592577	11.48890142	11.30172788	11.46591345	11.17413305
DDX10	7.4990249360000005	7.879462967	7.507473827999999	7.18757015	7.427427666	7.823029827
DDX11	9.598744888999999	9.092154658	9.467191904	9.384777347	9.191093029	9.363106157999999
DDX17	12.38156919	12.05606652	12.534922199999999	12.47602392	12.49829792	12.45286892
DDX19A	8.097994522	8.383439485	8.197099698999999	8.09542533	8.204515879	8.251073805
DDX19B	7.93696393	7.909775302000001	8.264194074	8.130383681	7.6565824110000005	7.8795395479999994
DDX20	10.05458899	10.1158147	10.20927712	10.21011977	10.19230971	9.881198663
DDX21	10.95953498	10.88111169	10.95641031	10.94888213	10.99260585	11.17719446
DDX23	4.943640131	5.07396557	4.841220099999999	4.908942052	5.412411861	5.0402710310000005
DDX24	10.25724683	10.56517067	10.42337984	10.72222154	10.30296866	10.69110841
DDX25	6.01823489	5.321567198	5.397163827999999	5.497854802000001	5.451788331	5.221851752
DDX27	11.04251236	10.59454734	10.95071168	10.79608453	10.91886103	10.63707497
DDX28	8.353354316	8.281066236000001	8.449961746	8.194208722	8.350520967000001	8.165415549
DDX31	7.636663525	7.465338111	7.733531953	7.290605944	7.760478451	7.520660843
DDX3X	7.914990187999999	8.037187447	7.8795395479999994	7.829651073	7.734520182000001	8.613625082999999
DDX3Y	6.679614272	7.226784979	6.171368792000001	9.259706862	9.006785254	9.443369124
DDX4	4.598448918	4.566241926	4.639263483	4.8148497919999995	4.557851761	4.4738165830000005
DDX41	10.68689911	10.80367805	10.76841623	10.88972351	10.86065794	10.7753105
DDX42	4.388890728	4.488906128	4.370598422	4.30735954	4.471216986	4.437986797
DDX46	9.290780017000001	9.312309014	9.573325984	9.369899811	9.584174	9.318790279
DDX47	12.12036788	12.07841949	12.26681739	12.17782865	12.18944017	12.06778346
DDX49	8.785878647	8.92841089	8.911795026	8.759129306	8.875714646	8.73780065
DDX5	8.296673213	8.671869608	8.262080903	7.79688561	8.136185572999999	8.462490138
DDX50	7.515479342000001	7.2630848089999995	6.986756395	7.011473645	7.114145228	7.319344257999999
DDX51	10.09527222	9.748739963	9.940872016	9.857600631	9.843975262	9.990454357
DDX52	9.515316185	9.64754303	9.613845377999999	9.729997992000001	9.437008932000001	9.66728372
DDX54	11.02791546	11.0269651	11.19802524	11.13908575	11.14681602	11.2086644
DDX55	4.274914241	4.2910720730000005	4.242905833	4.343822039	4.2773414160000005	4.504060292
DDX56	4.545010853	4.368691032	4.6048399280000005	4.5127893839999995	4.594277882	4.55813576
DDX58	5.613880546	7.353635286	6.090935129	7.8608874989999995	6.145788437	7.2652355889999995
DDX59	4.553975912	4.894777242	4.581971671	4.534108313	4.4882389289999995	4.4964181519999995
DDX6	6.409057681	7.776578006	6.399974858999999	6.8372751229999995	6.137102952	7.645276783
DDX60	4.422328793	5.310796869	4.5205060889999995	5.546141269	4.468595553	5.25532372
DEAF1	4.460748693999999	4.503693254	4.4185628480000005	4.343822039	4.323659721	4.321505762
DECR1	6.733766025	6.538854207000001	6.960353773	6.7223116339999995	6.962813505	6.430263535
DECR2	5.071302206	5.132928677	5.034551367	5.28133177	5.0030423630000005	5.546141269
DEDD	8.416046046	8.329932492000001	8.19507047	8.091375613	8.539761229	8.215983654
DEDD2	9.490259975	9.587490698	9.569549382	9.607671587	9.80987052	9.42821436
DEF6	10.33625218	10.45141414	10.37326071	10.47108789	10.31300246	10.48693257
DEF8	5.316804659	5.388911187000001	5.7909162620000005	5.376890437	5.636507272999999	4.866093827
DEFB105A	4.790238179	4.529506518	4.407503275	4.7762370789999995	4.590987828	4.345692098
DEFB113	4.502894523	4.37902152	4.365234721	4.354676465	4.34540784	4.32964341
DEFB116	4.7107763689999995	4.629990174	4.681678858	4.621596404	4.639263483	4.84793584
DEFB119	4.254492963	4.32770157	4.43408664	4.389237689	4.308375078	4.322875805
DEFB129	4.4681898769999995	4.483285109	4.2456932730000005	4.594467012	4.29784308	4.257973457
DEGS1	10.50791555	10.56717689	10.51282805	10.47486901	10.46096473	10.58488144
DEGS2	4.481516011	4.342577295	4.34540784	4.528691441	4.509227939	4.426134423
DEK	9.156496985	9.946353696000001	8.796381552	9.10369529	8.688589637	9.628394562999999
DENND1A	7.11180025	7.0476368979999995	6.922945487000001	6.895185862999999	7.023120775	7.47226057
DENND1B	5.313352621	5.14873653	4.967254228	4.702824673	4.632870542	5.035861946
DENND1C	7.511399774	7.329171743	7.631276747	7.6979894479999995	7.427427666	7.7621962
DENND2A	4.89486298	4.469059306	4.850632017	4.940556109	4.4464670139999996	4.633172851
DENND3	7.456603843	6.936701139	7.272524347	7.400711821	7.147641142	7.514065959
DENND4B	6.429147831	5.874837095	6.274925287	6.317811246000001	6.383221043	6.6147888429999995
DENND4C	4.448289806	4.460965533	4.354200506000001	4.433496602	4.357986333	4.382662809
DENND5A	9.825391377999999	9.419093668	9.861896501	9.963614331	9.952906761	9.860435788
DENND5B	4.560199165	4.539955257	4.499418347	4.509227939	4.587714279	4.539466375
DENR	7.944206625	7.847665206	8.285889353	7.929339492	7.976260706000001	8.006379566
DEPDC1	4.441215007	4.471216986	4.543997848	4.5127893839999995	4.425760863	4.479306897
DEPDC1B	8.967698047	9.275264038	9.240227736	9.237003641	9.02231334	9.43623688
DEPDC5	7.30891872	7.003531402	7.664663212000001	7.633639722000001	7.607308363	7.616527033
DEPDC7	4.356097947	4.302507107	4.372839815	4.434706725	4.476223469	4.245553244
DERA	7.466154244	7.5254975779999995	7.700361337	7.299867688	7.419724551	7.540621705
DERL1	4.524865017	4.677705817	4.614459269	4.532351375	4.728246525	4.401231019
DERL2	7.722673441	8.163299293	7.767392387999999	8.176823232	7.665551711	7.837871987000001
DERL3	4.427099107	4.3933364280000005	4.38302127	4.376296638	4.37902152	4.499175543
DES	4.42922076	4.501727555	5.083078513999999	4.708195327	4.734827602	4.7424298060000005
DET1	6.317509793999999	6.141707666	6.262352621000001	6.306007719	6.542212124	6.550316346000001
DEXI	8.042144712	7.6341844739999996	7.567838474	7.578884886	7.631519282	7.878262675
DFFA	7.153817491	6.888656397999999	7.057508395	6.929815055	6.916739757999999	6.685641655
DFFB	4.318909529	4.281251543	4.416507003	4.33821356	4.442228282	4.392659885
DGAT1	6.5289286120000005	6.547877007	6.779078449	6.956777275	6.748153032	6.804738092000001
DGAT2	6.975622924	7.484866115	7.496097718	7.474966219	7.3487018939999995	7.69305966
DGCR2	9.871207638	9.494299661	10.199494900000001	9.971551265	9.99752816	9.986027407
DGCR8	8.436664491	7.747641611000001	8.231046893	8.096414022000001	8.108857387	7.812532665
DGKA	6.845714171	7.009981972	6.88387981	7.338189947	7.0190943610000005	7.322877855
DGKB	4.533701866	4.458434207	4.547302845	4.434706725	4.581180113	4.561717028
DGKD	10.02616196	9.938337796	10.60804412	10.49164139	10.20661905	10.48151056
DGKE	4.671310162	4.629990174	4.685160815	4.633184952	4.621901214	4.716443008
DGKG	6.977198242	7.082250537999999	7.162445374	7.270267598999999	6.977532179	7.713480685
DGKH	4.581180113	4.532333499	4.491746303	4.581180113	4.444044288	4.670985912
DGKI	5.25532372	5.3434501569999995	4.733088079	4.971426596000001	4.712293634	4.666956175
DGKK	4.606708176000001	4.903063568	4.876661298	4.930483762	4.899774241	4.645453973
DGKQ	8.761707571	8.134817488	8.68581882	8.545178277	8.672665299	8.235441625
DGKZ	10.22972654	9.978694302000001	10.40987391	10.06741917	10.23604055	10.17153799
DGUOK	10.09309448	10.035826	9.975736263	10.00264678	10.07946972	9.975897442
DHCR24	8.365471064	7.771029625	8.166650342999999	8.195726694	8.693534697	8.227360991
DHCR7	7.724323071000001	7.18410206	7.2373409539999995	7.375013646	7.760478451	7.276639648
DHDDS	7.70587103	7.9869154479999995	7.994053739	7.779508377000001	8.040113607999999	8.082576816
DHDH	5.907343397000001	7.136618985	6.175865627	6.5024531329999995	5.706248072	7.514065959
DHFR	5.605765857000001	5.496258502000001	5.90061839	5.1241462030000005	5.394172708999999	5.377177415
DHH	4.398758591	4.481296314	4.357839945	4.282213059	4.286694132	4.380837287
DHODH	9.566270426	9.413286676	9.560359012000001	9.490761378	9.717342897	9.671093475
DHPS	8.961790768	9.111856055	8.934259556	8.808552484	8.73780065	8.681813617000001
DHRS1	8.836803705	8.831614542	8.882965072000001	9.081919309	9.057419673	8.993885286
DHRS13	6.344391262	5.64300293	6.244069822	5.850046151	5.647326789	5.555604647000001
DHRS3	4.695528379	4.405883242	4.392659885	4.434706725	4.392659885	4.421306603000001
DHRS4	9.042061608	9.093145594	9.042973585	8.558202059	8.945752143	8.614162104
DHRS7	9.202443107999999	9.94999256	9.239133942999999	10.00193174	9.492172724	9.770128997
DHRS7B	10.366869900000001	10.60775138	10.55973672	10.348881599999999	10.36912149	10.4669656
DHRS7C	4.339278434	4.2825184489999994	4.407503275	4.340985628	4.3636259619999995	4.388782235
DHRS9	4.342677007	4.367117273	4.4546663539999996	4.406814348999999	4.437046498	4.485527552
DHRSX	9.66447164	9.634654432	9.656732379	9.442902797999999	9.372858604	9.365003585
DHTKD1	4.5849872860000005	4.4245176719999995	4.507111508	4.633184952	4.384662948	4.4738165830000005
DHX15	11.52025298	11.35303489	11.29110183	11.61181497	11.60084074	11.32374743
DHX16	5.705787454	5.8631145270000005	5.701185669	5.73878539	5.735404409	5.9281217129999995
DHX29	7.987104997	7.795668688999999	8.178981984	7.889029526	8.019713217	7.980432085
DHX30	10.2729373	10.15060033	10.64914122	10.51376578	10.55199373	10.50037421
DHX32	8.101434897	7.886643827	8.127162242	8.067418404	8.241810158	8.164682545
DHX33	8.529435239	8.394021171	8.781158705	8.445675117999999	8.474927565	8.632605822
DHX34	7.722673441	7.06529441	7.693204894	7.484664754	7.537001169	7.992307885
DHX35	8.037965287	8.042851504	8.312680448	8.055831205	8.356218801	8.093798006
DHX36	9.785120623	9.793977737999999	9.820227423	9.797710749	9.76347028	9.598450256
DHX37	8.249257437	7.931261696	8.633544551	8.295334414	8.417347764	8.220202725
DHX38	10.49894595	10.29642532	10.79311314	10.77620781	10.65988922	10.8695041
DHX40	4.43408664	4.272412973	4.469059306	4.31329021	4.2413425789999994	4.361201957
DHX57	6.658407157999999	6.664819863	6.668251993999999	6.93404897	6.831058482	7.230352259
DHX58	7.308084448	9.500786188	7.645997241	9.946780124	7.832660302000001	9.908000292
DHX8	8.046789516	7.638836746	7.864554716000001	7.755702349	7.902608458	7.918249264
DHX9	9.003123019	9.317236298	9.363617248999999	9.350463065	9.180481991	9.595951213
DIABLO	10.59330275	10.65606835	10.65988922	10.53890544	10.61025315	10.25107448
DICER1	8.346389772	8.392304683999999	8.369039061	8.601233591	8.382196881	8.576362904
DIDO1	8.215093854	7.715627092999999	8.035401402	8.11120715	8.011350456	7.749207075
DIMT1	4.2929570219999995	4.37902152	4.324843103	4.319806923	4.27366427	4.42345731
DIO1	4.3409879689999995	4.3933364280000005	4.317079816000001	4.37902152	4.4010559019999995	4.34757965
DIO2	5.320968016	6.367726965	5.876269171000001	6.31652964	5.703486957999999	6.118535884
DIO3	4.749957457	4.697192366	4.543997848	4.520230084	4.645484881000001	4.62618776
DIP2A	4.407324798	4.336066004	4.512557778	4.406814348999999	4.296354481	4.426134423
DIP2B	4.462851048	4.437046498	4.575298149	4.464141887	4.84072951	4.539466375
DIP2C	4.400881422	4.3458379119999995	4.489336436	4.37902152	4.503591076	4.426134423
DIRAS1	4.374777443	4.32770157	4.430077775	4.522172965	4.506639121	4.614854382
DIRAS2	6.774363628	6.498602453999999	7.196081094	6.929815055	6.760403265	7.342418737999999
DIS3	6.416958512999999	6.488461987000001	6.657216486	6.031068201	6.352064676	6.178689772999999
DIS3L	9.199583277	9.084401912999999	9.406198697	9.518942321	9.422531637999999	9.399467422
DIS3L2	8.26735804	7.898079533	8.388148054	8.121345461	8.381530116	8.297666946
DISC1	4.642353047	4.746352161	5.232736165	4.986322438999999	4.904138873	4.979662655
DISP1	6.312677985	5.963996896	6.314491812999999	6.270629464	6.088287062000001	6.374408371
DISP2	4.354223013	4.33278045	4.380996103	4.5127893839999995	4.261270061	4.273503761000001
DIXDC1	4.327380439	4.3458379119999995	4.501985502	4.428448017	4.2937390539999996	4.61831345
DKC1	4.565980632	4.703996429	4.614459269	4.561525715	4.45613409	4.4738165830000005
DKK1	4.649658545	4.441625211	4.4666844139999995	4.46734091	4.554996411	4.440217944
DKK2	4.344683068	4.29784308	4.296802295	4.372204481	4.414830396	4.378856241
DKK3	4.431740424	4.512314788	4.556815661	4.450544289	4.572873437	4.456019832
DKK4	4.346516866	4.4327227989999995	4.386685091	4.381910829	4.357986333	4.313162426
DKKL1	7.738691511	7.389211427	7.448298324	6.848220637000001	7.641608884	6.855039125
DLAT	7.896617179	7.559864215	7.709867514	7.49686336	7.729798816000001	7.747893317999999
DLC1	4.505918901	4.509227939	4.401231019	4.561525715	4.660390896	4.666956175
DLD	8.630301832999999	8.254581602	8.148037732	8.006379566	8.361784585	7.965382389
DLEC1	4.368852606	4.506639121	4.32964341	4.2908468939999995	4.32870009	4.302507107
DLEU7	5.036881483999999	5.205338241000001	5.05872034	5.201535734	5.046455245	5.205338241000001
DLG1	4.465406523	4.450544289	4.3123043910000005	4.499418347	4.323659721	4.479306897
DLG2	4.441215007	4.476223469	4.3506582819999995	4.524117588	4.43467505	4.587714279
DLG3	7.27648224	6.960015835	7.447024247000001	7.223369771000001	7.129338317	6.9838148570000005
DLG4	4.4943602	4.458434207	4.562825223	4.69080659	4.943640131	4.682919359
DLG5	4.5142165489999995	4.439434697	4.535955587	4.411659604	4.64934965	4.437986797
DLGAP1	4.924868786	4.575161446	4.685160815	4.876414343	4.584439615	4.522172965
DLGAP2	4.542743308	4.450544289	4.626495745	4.557341015	4.458635548	4.476671631
DLGAP3	4.560199165	4.361510449	4.4546663539999996	4.702824673	4.449322985	4.674437305
DLGAP4	6.588482783	6.437355935	6.846079969	6.77628431	7.315500113	6.758239204
DLGAP5	7.973034525	8.42682886	8.036844148	8.258983824	8.279093762999999	8.310372083999999
DLK1	4.476223469	4.55191245	4.659155897	4.55166638	4.517581261	4.674437305
DLK2	4.588257955	4.660390896	4.43644282	4.4320050339999995	4.828087378999999	4.461168092
DLL1	4.548335207	4.370439942	4.575298149	4.4301895689999995	4.522894607	4.674437305
DLL3	4.312810986000001	4.317079816000001	4.486212095	4.374777443	4.39076734	4.61831345
DLL4	4.508744382	4.71164741	4.72089763	4.609025703	4.517581261	4.4738165830000005
DLST	11.4317659	10.98148192	11.46982682	11.0524972	11.23075923	11.08976298
DLX1	4.4179891630000006	4.302507107	4.3490418260000006	4.35999799	4.333559435	4.311566816
DLX2	4.628936545	5.069916125	4.420618253	4.438547841	4.3636259619999995	4.443033245
DLX3	4.958950918999999	4.913087508	4.863365184	4.8791870180000005	5.011148822	4.9873148810000005
DLX4	4.374777443	4.410052081	4.386685091	4.442035483	4.323659721	4.306922753
DLX5	4.386685091	4.52039177	4.34540784	4.321057885	4.323659721	4.55813576
DLX6	4.404980364	4.548833121	4.443160601000001	4.718307505	4.444044288	4.403371218
DMAP1	9.402863626	9.228069977	9.413163244	9.142376079	9.345472593	9.250548005
DMBT1	4.39076734	4.344108128999999	4.489336436	4.408411477	4.3398421460000005	4.343822039
DMBX1	4.363054932	4.589621879	4.361510449	4.354676465	4.731808591	4.466266082
DMC1	4.364921748	4.2825184489999994	4.310577425	4.273503761000001	4.325503174	4.355120261000001
DMD	4.436647932	4.38316565	4.414462392	4.554996411	4.4301895689999995	4.482237222
DMGDH	4.460748693999999	4.426398237	4.471444244	4.302668354	4.621901214	4.34757965
DMKN	8.952878182000001	9.478089461	9.042244048999999	9.541945908999999	9.240863743	9.639516233
DMP1	4.325861675	4.273503761000001	4.296802295	4.309475056	4.461168092	4.577407609
DMPK	4.478636903	4.422328793	4.489336436	4.483584744	4.432659061	4.573911622
DMRT1	4.768336269	4.753289697	4.681678858	4.472947708	4.3989320030000005	4.471216986
DMRT2	4.684167549	4.614842801	4.803844947	4.930483762	4.807045732	4.590715112
DMRT3	4.396742895	4.314429403	4.374777443	4.419875786	4.323659721	4.349663323
DMRTA1	4.499418347	4.399563011000001	4.252943048000001	4.347603878	4.4278642889999995	4.388782235
DMRTA2	4.392744797	4.359760288	4.3506582819999995	4.363054932	4.4464670139999996	4.302507107
DMRTB1	4.235169712	4.384967564	4.3123043910000005	4.273503761000001	4.3398421460000005	4.376562696000001
DMRTC2	4.322315369	4.281251543	4.324843103	4.34530945	4.263756723999999	4.326299257
DMTF1	8.545677041	8.540245722	8.537983362	8.75312324	8.586484667	8.879548636
DMWD	9.567522693999999	8.830915081	9.621313866	8.920021399	9.429208719	8.800054413
DMXL1	7.17589414	6.915096982000001	7.120293525	6.7644452379999995	7.017703332000001	6.295255426000001
DMXL2	4.8533949210000005	4.660390896	4.645453973	4.436889333	4.425760863	4.6048399280000005
DNA2	4.398758591	4.334407464	4.25965095	4.249237921000001	4.348813215	4.507111508
DNAI1	4.462851048	4.389186821	4.403358016	4.392659885	4.381003579	4.414462392
DNAI2	4.392744797	4.375265885	4.39076734	4.419875786	4.4010559019999995	4.361201957
DNAI3	4.448289806	4.481296314	4.286585038	4.518789459	4.371238775	4.259354243
DNAI4	5.558254159	5.355174009	5.62550921	5.575632291	5.25224848	5.250055253999999
DNAJA1	5.384478098	5.407635995	5.092537548999999	5.643243493	5.3434501569999995	4.971426596000001
DNAJA2	7.370588897	7.27648224	7.554757922	7.931113925	7.498027688	7.50161456
DNAJA3	11.576727	11.3576924	11.69509285	11.4767447	11.68563084	11.4412395
DNAJB1	11.6332361	11.3687049	11.71495611	11.56312334	11.77260546	11.42991076
DNAJB11	11.66232214	11.72047102	11.54869608	11.76352239	11.5599691	11.79317533
DNAJB12	8.375768705	8.200230176	8.15275569	7.823374882	8.240021847000001	7.9875313939999995
DNAJB13	4.746352161	5.14873653	5.250857415	5.107644962	5.575380319	5.258748992
DNAJB14	4.2961848719999995	4.389186821	4.656074138999999	4.356195144	4.28223558	4.2852992069999996
DNAJB2	7.642511691	7.105397319	7.524648336	7.025199001	7.494931831000001	7.10722963
DNAJB4	5.852128914	5.426946797	5.230055434	5.932064402999999	6.060996959	5.432219807
DNAJB5	4.342677007	4.33278045	4.4666844139999995	4.406814348999999	4.34714286	4.342250257
DNAJB6	9.467650446	9.904843372	9.662010275	9.638604007	9.665419479	9.688580255
DNAJB7	4.304041824	4.389186821	4.267365852	4.370439942	4.3052432210000005	4.278565334
DNAJB8	4.502894523	4.595413693999999	4.700308934	4.374777443	4.670672789	4.386685091
DNAJB9	9.014872347999999	9.238576785	9.025984901000001	9.440655411	9.043440751	9.281440238
DNAJC1	4.656646145	4.697192366	4.483975248	4.452388765	4.439821263	4.590715112
DNAJC10	10.72081173	10.76487259	10.73703353	11.03103284	10.60584828	10.8350085
DNAJC11	4.706984341	4.730822891	4.507111508	4.455715946000001	5.4082015629999995	4.6296658310000005
DNAJC12	6.781430095	6.902339333	6.868168588	6.944872495	6.680259176	6.7130592689999995
DNAJC13	8.78377977	8.707406415	9.038133521	8.833262872	8.912980224	8.954951006
DNAJC14	4.674010161	4.734673483	4.641626841	4.6537921760000005	4.670672789	4.778579176
DNAJC15	10.75663029	10.78504129	10.45037483	10.81476699	10.65390229	10.544583300000001
DNAJC16	7.600479396	7.3140653570000005	7.8037890789999995	7.302992527000001	7.419724551	7.623067205
DNAJC17	7.493564878	7.245524499	7.360528447	7.450293264	7.309941941	7.566094893
DNAJC18	4.797612671	5.018699724	5.087848702	5.354180156	4.64934965	5.221851752
DNAJC19	12.20947785	12.214383999999999	12.20947785	11.91884661	12.23201773	12.10016582
DNAJC2	11.34371614	11.4412395	11.18100025	11.25187017	11.29562854	11.3442249
DNAJC27	7.305882688	7.119342685	7.464147089	6.944872495	7.35609567	7.230352259
DNAJC28	6.899925225	6.821098331	6.850358135	7.302002457	6.997992729	6.867756878
DNAJC3	8.920468087	9.02231334	8.995805866	9.349753827999999	8.866162148999999	9.125362753
DNAJC30	9.79176177	9.822977638	9.845237086000001	9.626479352999999	9.72167803	9.66837747
DNAJC4	6.784868621	6.963728805	6.688908141000001	6.584604785	6.617240187999999	6.4476541339999995
DNAJC5	10.94756172	10.96227935	11.14222219	11.09590599	11.04106957	11.10611384
